"Ticker","Sector","Industry","Market Cap","P/S","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","Return on Investment","Gross Margin","Operating Margin","Profit Margin","Price","Target Price"
"SONA","Financial","Regional - Mid-Atlantic Banks",160.39,3.45,4.55%,16.60%,,3.80%,24.10%,,76.10%,21.90%,12.78,14.50
"SONC","Services","Restaurants",1267.92,2.05,14.36%,28.30%,17.70%,1.90%,18.60%,55.60%,19.20%,10.50%,26.24,35.54
"SONS","Technology","Communication Equipment",442.39,1.67,4.00%,-27.10%,18.50%,0.00%,-14.80%,66.90%,-1.40%,-1.80%,8.70,10.85
"SOP","Financial","Exchange Traded Fund",,,,,,,,,,,15.81,
"SOR","Financial","Closed-End Fund - Equity",321.95,54.57,,-17.80%,,-7.10%,0.00%,30.90%,18.30%,,36.42,
"SORL","Consumer Goods","Auto Manufacturers - Major",67.99,0.29,-12.00%,-8.20%,5.00%,1.90%,5.60%,27.40%,6.90%,6.70%,3.51,4.50
"SOVB","Financial","Exchange Traded Fund",,,,,,,,,,,27.67,
"SOXL","Financial","Exchange Traded Fund",,,,,,,,,,,43.20,
"SOXS","Financial","Exchange Traded Fund",,,,,,,,,,,17.00,
"SOXX","Financial","Exchange Traded Fund",,,,,,,,,,,108.55,
"SOYB","Financial","Exchange Traded Fund",,,,,,,,,,,18.40,
"SP","Services","Management Services",558.33,0.35,15.56%,-4.30%,12.00%,17.50%,7.20%,10.50%,2.30%,0.80%,24.87,30.00
"SPA","Technology","Diversified Electronics",249.80,0.60,18.07%,-50.40%,13.50%,16.00%,-19.60%,19.10%,-12.30%,-9.10%,24.49,23.00
"SPAN","Healthcare","Medical Appliances & Equipment",50.23,0.72,,-3.50%,13.00%,4.20%,14.80%,31.80%,8.50%,5.90%,18.07,19.00
"SPAR","Consumer Goods","Trucks & Other Vehicles",329.44,0.57,20.63%,-33.80%,15.00%,2.70%,-11.30%,9.60%,-1.00%,-1.80%,9.21,10.00
"SPB","Consumer Goods","Personal Products",7997.96,1.57,11.10%,20.20%,12.20%,12.80%,7.90%,37.30%,12.60%,6.70%,130.26,142.33
"SPCB","Technology","Security Software & Services",50.28,1.90,,15.50%,,30.80%,2.40%,50.40%,-8.90%,-3.60%,3.31,6.25
"SPDC","Services","Computers Wholesale",,,,-8.23%,15.00%,,,,,,0.05,1.00
"SPDN","Financial","Exchange Traded Fund",,,,,,,,,,,19.50,
"SPE","Financial","Closed-End Fund - Equity",,,87.50%,0.00%,,,,,,,14.61,3.37
"SPEX","Services","Business Services",6.32,21.06,,0.00%,,,,,,,1.35,19.00
"SPFF","Financial","Exchange Traded Fund",,,,,,,,,,,13.48,
"SPG","Financial","REIT - Retail",67570.75,12.62,10.30%,22.90%,7.60%,5.90%,10.40%,81.90%,49.40%,32.70%,207.91,237.95
"SPGI","Services","Business Services",33705.79,6.10,12.16%,17.70%,12.15%,7.90%,36.00%,67.60%,36.20%,21.30%,124.11,133.83
"SPH","Utilities","Gas Utilities",1993.62,1.88,376.71%,-15.60%,0.00%,4.50%,7.60%,65.80%,7.90%,0.70%,32.15,33.83
"SPHB","Financial","Exchange Traded Fund",,,,,,,,,,,32.19,
"SPHD","Financial","Exchange Traded Fund",,,,,,,,,,,38.24,
"SPHQ","Financial","Exchange Traded Fund",,,,,,,,,,,25.01,
"SPHS","Healthcare","Drugs - Generic",90.60,,7.00%,19.20%,,,,,,,3.04,7.00
"SPIL","Technology","Semiconductor Equipment & Materials",4720.93,1.81,9.26%,9.10%,20.00%,5.30%,9.70%,23.80%,11.20%,8.60%,7.28,7.84
"SPKE","Utilities","Electric Utilities",420.00,1.13,13.01%,0.00%,,,46.60%,37.60%,12.10%,2.10%,27.65,31.60
"SPLK","Technology","Application Software",8056.93,10.16,70.34%,0.00%,35.20%,58.80%,-32.60%,81.10%,-42.00%,-42.80%,59.36,69.83
"SPLP","Conglomerates","Conglomerates",379.73,0.36,,37.50%,,21.20%,14.20%,30.70%,3.20%,5.60%,14.40,
"SPLS","Services","Specialty Retail, Other",5724.89,0.28,0.90%,-13.80%,0.63%,-2.70%,8.20%,26.00%,-1.40%,-2.10%,8.59,9.45
"SPLV","Financial","Exchange Traded Fund",,,,,,,,,,,41.15,
"SPLX","Financial","Exchange Traded Fund",,,,,,,,,,,34.22,
"SPMO","Financial","Exchange Traded Fund",,,,,,,,,,,26.70,
"SPN","Basic Materials","Oil & Gas Equipment & Services",2485.40,1.30,34.00%,-67.30%,,12.20%,-44.40%,28.90%,-94.70%,-84.40%,15.36,20.04
"SPNC","Healthcare","Medical Appliances & Equipment",1098.24,4.27,27.90%,-28.80%,14.50%,15.80%,-18.10%,74.70%,-20.70%,-22.20%,24.40,27.09
"SPNE","Healthcare","Medical Appliances & Equipment",110.89,0.84,39.30%,0.00%,,,-37.00%,52.90%,-39.60%,-39.30%,9.99,22.00
"SPNS","Technology","Business Software & Services",685.46,3.46,12.99%,7.70%,13.13%,28.90%,10.40%,40.50%,12.70%,10.50%,13.56,13.00
"SPOK","Technology","Wireless Communications",388.76,2.12,,2.90%,,-4.10%,24.90%,58.50%,13.40%,45.70%,18.39,7.00
"SPP","Basic Materials","Independent Oil & Gas",47.65,0.55,,14.20%,,-14.60%,-207.30%,66.80%,-37.80%,-93.90%,10.78,2.50
"SPPI","Healthcare","Biotechnology",396.29,2.53,16.20%,3.80%,,17.00%,-13.20%,81.30%,-30.30%,-36.00%,4.85,9.25
"SPPP","Financial","Exchange Traded Fund",,,,,,,,,,,7.23,
"SPR","Industrial Goods","Aerospace/Defense Products & Services",5845.93,0.87,4.98%,29.50%,14.48%,9.80%,26.00%,15.00%,11.10%,9.90%,44.68,54.23
"SPRT","Technology","Internet Software & Services",47.50,0.73,48.10%,-5.10%,10.00%,11.80%,-38.60%,16.60%,-30.50%,-29.70%,0.85,1.63
"SPSC","Technology","Application Software",1181.30,6.72,23.16%,1.80%,22.50%,28.90%,2.10%,67.60%,4.20%,2.70%,67.93,75.33
"SPTN","Services","Food Wholesale",1148.09,0.15,5.73%,3.10%,10.00%,24.70%,6.60%,14.60%,1.50%,0.80%,29.59,32.75
"SPU","Consumer Goods","Beverages - Soft Drinks",41.57,0.52,,-8.40%,15.00%,10.80%,5.40%,33.90%,18.40%,7.40%,10.47,4.00
"SPUN","Financial","Exchange Traded Fund",,,,,,,,,,,20.11,
"SPUU","Financial","Exchange Traded Fund",,,,,,,,,,,36.61,
"SPWH","Consumer Goods","Sporting Goods",426.93,0.57,18.41%,38.90%,16.23%,18.60%,22.60%,33.40%,8.00%,3.90%,9.67,14.00
"SPWR","Technology","Semiconductor - Specialized",1164.33,0.75,80.64%,-23.30%,0.46%,-6.60%,-8.50%,11.30%,-20.30%,-21.80%,7.72,18.67
"SPXC","Industrial Goods","Diversified Machinery",863.82,0.51,20.42%,-25.20%,,-15.90%,-22.20%,18.20%,-5.20%,-6.90%,19.57,19.90
"SPXE","Financial","Exchange Traded Fund",,,,,,,,,,,44.18,
"SPXH","Financial","Exchange Traded Fund",,,,,,,,,,,29.56,
"SPXL","Financial","Exchange Traded Fund",,,,,,,,,,,94.05,
"SPXN","Financial","Exchange Traded Fund",,,,,,,,,,,44.58,
"SPXS","Financial","Exchange Traded Fund",,,,,,,,,,,12.76,
"SPXT","Financial","Exchange Traded Fund",,,,,,,,,,,43.27,
"SPXU","Financial","Exchange Traded Fund",,,,,,,,,,,24.06,
"SPXV","Financial","Exchange Traded Fund",,,,,,,,,,,45.41,
"SPXX","Financial","Closed-End Fund - Equity",,,,0.00%,,,,,,,13.56,
"SPY","Financial","Exchange Traded Fund",,,,,,,,,,,213.82,
"SPYB","Financial","Exchange Traded Fund",,,,,,,,,,,48.56,
"SPYD","Financial","Exchange Traded Fund",,,,,,,,,,,33.97,
"SPYG","Financial","Exchange Traded Fund",,,,,,,,,,,104.69,
"SPYV","Financial","Exchange Traded Fund",,,,,,,,,,,102.50,
"SPYX","Financial","Exchange Traded Fund",,,,,,,,,,,51.77,
"SQ","Technology","Internet Software & Services",4065.28,2.67,40.00%,0.00%,20.00%,,-34.80%,30.50%,-14.60%,-17.00%,11.38,12.97
"SQBG","Consumer Goods","Textile - Apparel Clothing",481.25,3.93,61.81%,1.00%,15.00%,,3.10%,,34.00%,-3.40%,7.70,13.43
"SQM","Basic Materials","Chemicals - Major Diversified",7011.66,4.03,9.62%,-11.00%,14.30%,-1.10%,7.00%,29.30%,19.60%,11.50%,25.59,24.94
"SQNM","Healthcare","Biotechnology",284.99,2.49,56.70%,0.00%,25.00%,,,,,,2.39,1.57
"SQNS","Technology","Semiconductor - Integrated Circuits",111.63,2.83,36.10%,-33.90%,0.35%,-13.80%,-167.50%,43.80%,-51.40%,-67.50%,1.71,3.38
"SQQQ","Financial","Exchange Traded Fund",,,,,,,,,,,13.89,
"SR","Consumer Goods","Office Supplies",2986.02,2.04,3.86%,5.30%,4.52%,2.60%,5.60%,65.70%,19.30%,9.50%,62.60,70.00
"SRC","Financial","REIT - Diversified",6563.42,9.69,18.21%,15.70%,5.00%,18.30%,0.30%,95.90%,9.40%,15.40%,13.04,14.34
"SRCE","Financial","Regional - Midwest Banks",899.69,4.75,4.46%,14.60%,10.00%,-1.60%,18.50%,,87.00%,29.60%,34.30,34.50
"SRCL","Industrial Goods","Waste Management",7001.11,2.08,9.88%,4.50%,11.63%,15.70%,5.80%,42.40%,14.60%,6.70%,81.76,99.80
"SRDX","Healthcare","Diagnostic Substances",379.09,5.37,-22.53%,107.60%,15.00%,2.60%,12.30%,60.50%,22.10%,12.30%,28.06,32.56
"SRE","Utilities","Diversified Utilities",27341.48,2.75,7.17%,13.50%,6.78%,2.50%,5.70%,96.70%,12.00%,9.60%,105.20,119.25
"SRET","Financial","Exchange Traded Fund",,,,,,,,,,,14.97,
"SREV","Technology","Business Software & Services",420.18,1.71,700.00%,-60.20%,25.00%,10.50%,-11.30%,33.10%,-8.70%,-12.70%,4.71,6.50
"SRI","Consumer Goods","Auto Parts",530.42,0.80,8.85%,11.60%,0.28%,0.30%,13.40%,27.80%,5.90%,4.80%,18.36,16.67
"SRLN","Financial","Exchange Traded Fund",,,,,,,,,,,47.14,
"SRLP","Basic Materials","Oil & Gas Refining & Marketing",531.06,0.22,33.63%,36.40%,,4.30%,9.40%,10.70%,3.50%,2.30%,23.90,27.50
"SRNE","Healthcare","Biotechnology",401.18,93.30,81.60%,-43.40%,,46.40%,-71.00%,58.90%,,,6.81,22.50
"SRPT","Healthcare","Biotechnology",1515.71,1165.93,40.10%,0.00%,-0.20%,-46.80%,-103.00%,,,,29.75,21.00
"SRS","Financial","Exchange Traded Fund",,,,,,,,,,,35.94,
"SRSC","Services","Department Stores",,,,,,,,,,,2.46,
"SRT","Services","Business Services",88.26,0.29,750.00%,5.00%,5.00%,1.20%,-16.20%,9.20%,-2.30%,-2.90%,5.53,6.00
"SRTS","Healthcare","Medical Instruments & Supplies",85.71,6.80,216.70%,0.00%,,,-3.50%,64.30%,,,6.33,8.00
"SRTY","Financial","Exchange Traded Fund",,,,,,,,,,,19.13,
"SRV","Financial","Closed-End Fund - Equity",85.57,77.79,,-27.90%,,-20.40%,3.80%,19.90%,,,12.51,11.00
"SSB","Financial","Regional - Mid-Atlantic Banks",1839.56,5.47,5.76%,0.10%,12.00%,16.80%,24.30%,,95.20%,29.60%,74.87,78.66
"SSBI","Financial","Regional - Pacific Banks",64.60,3.49,,27.40%,0.00%,-2.80%,26.80%,,99.90%,31.70%,13.60,9.00
"SSD","Industrial Goods","Small Tools & Accessories",2203.19,2.65,11.11%,8.90%,16.00%,7.40%,8.00%,46.60%,15.10%,9.50%,44.59,43.00
"SSDD","Financial","Exchange Traded Fund",,,,,,,,,,,,
"SSDL","Financial","Exchange Traded Fund",,,,,,,,,,,,
"SSFN","Financial","Regional - Northeast Banks",45.82,1.73,,39.40%,,-4.90%,29.50%,,88.30%,16.20%,7.45,
"SSG","Financial","Exchange Traded Fund",,,,,,,,,,,26.24,
"SSH","Healthcare","Medical Appliances & Equipment",15.75,,12.60%,0.00%,,,,,,,0.79,4.00
"SSI","Services","Apparel Stores",152.79,0.10,73.53%,-34.50%,,1.80%,1.10%,24.20%,-0.30%,-0.30%,5.53,6.46
"SSKN","Healthcare","Medical Instruments & Supplies",5.95,0.18,33.30%,17.00%,25.00%,,-46.00%,60.50%,-22.60%,-41.40%,0.55,2.00
"SSL","Basic Materials","Major Integrated Oil & Gas",17844.10,1.48,40.51%,12.90%,1.90%,8.70%,12.80%,58.40%,17.90%,10.30%,26.67,32.09
"SSN","Basic Materials","Oil & Gas Drilling & Exploration",13.02,1.12,,25.40%,,35.40%,-110.20%,,,,0.81,
"SSNC","Technology","Business Software & Services",6624.50,5.18,20.53%,0.20%,19.21%,24.90%,2.40%,45.40%,11.70%,1.00%,31.97,37.23
"SSNI","Technology","Computer Based Systems",731.69,1.67,112.41%,15.30%,26.91%,47.50%,-237.70%,49.10%,16.70%,15.70%,13.59,15.39
"SSO","Financial","Exchange Traded Fund",,,,,,,,,,,69.40,
"SSP","Services","Broadcasting - TV",1394.26,1.68,-69.93%,-40.20%,,-1.60%,-3.90%,81.50%,-3.10%,-3.60%,16.05,
"SSRI","Basic Materials","Silver",1646.88,4.24,-9.67%,-18.70%,,27.30%,-12.40%,11.40%,-15.10%,-28.70%,12.54,16.95
"SST","Financial","Exchange Traded Fund",,,,,,,,,,,30.51,
"SSTK","Services","Business Services",2169.55,4.67,16.87%,4.40%,15.00%,38.70%,9.10%,58.50%,9.60%,5.20%,60.84,60.20
"SSW","Services","Shipping",1463.13,1.73,-6.47%,23.30%,7.27%,15.00%,6.80%,76.30%,41.60%,15.50%,13.34,15.13
"SSY","Healthcare","Hospitals",10.93,0.13,,27.40%,,-11.20%,3.30%,75.70%,-5.30%,-15.20%,1.18,2.35
"SSYS","Technology","Computer Peripherals",1180.81,1.71,113.04%,-35.30%,58.10%,42.60%,-114.70%,19.90%,,,22.03,22.46
"ST","Technology","Scientific & Technical Instruments",6727.73,2.19,11.15%,21.90%,13.45%,14.10%,10.20%,34.40%,14.30%,12.90%,38.42,45.08
"STAA","Healthcare","Medical Instruments & Supplies",369.78,4.63,140.00%,-7.10%,25.00%,7.00%,-14.40%,69.00%,-17.70%,-16.00%,8.84,9.50
"STAF","Services","Staffing & Outsourcing Services",12.64,0.08,61.50%,0.00%,,,-24.40%,17.50%,-2.80%,-5.90%,1.61,5.00
"STAG","Financial","REIT - Industrial",1726.49,7.32,7.70%,-33.80%,5.65%,53.20%,0.30%,80.20%,7.20%,-14.60%,22.98,24.29
"STAR","Financial","REIT - Diversified",898.34,1.68,23.39%,25.40%,10.00%,-3.10%,-2.50%,57.90%,-18.20%,3.40%,10.57,13.00
"STAY","Services","Lodging",2985.85,2.34,5.87%,-42.50%,4.00%,8.00%,11.30%,52.50%,37.70%,8.70%,14.27,17.60
"STB","Services","Consumer Services",,,160.00%,-10.56%,,,,,,,5.88,6.06
"STBA","Financial","Regional - Northeast Banks",1010.90,4.64,6.23%,8.00%,5.00%,2.40%,16.00%,,83.00%,31.60%,28.38,28.17
"STBZ","Financial","Money Center Banks",833.54,5.05,3.95%,-11.40%,10.00%,-1.20%,24.50%,,94.80%,27.10%,22.21,24.36
"STC","Financial","Property & Casualty Insurance",1084.44,0.55,25.58%,17.40%,5.00%,4.00%,0.80%,,1.30%,-0.50%,45.68,44.00
"STDY","Healthcare","Drugs - Generic",73.82,61.52,-22.60%,0.00%,37.50%,,-87.20%,,,,3.70,9.00
"STE","Healthcare","Medical Appliances & Equipment",6130.68,2.52,12.00%,12.80%,10.00%,13.10%,3.30%,39.00%,9.90%,5.50%,70.50,86.33
"STEM","Healthcare","Biotechnology",18.06,180.61,40.20%,28.60%,,-39.40%,-369.60%,,,,1.43,22.00
"STFC","Financial","Property & Casualty Insurance",983.30,0.70,297.35%,14.80%,8.00%,0.30%,5.70%,,1.10%,0.20%,23.29,22.00
"STI","Financial","Money Center Banks",22114.11,4.00,3.02%,86.20%,2.73%,-3.70%,12.50%,,84.90%,34.20%,44.11,44.94
"STIP","Financial","Exchange Traded Fund",,,,,,,,,,,100.58,
"STJ","Healthcare","Medical Appliances & Equipment",22797.49,3.93,9.02%,2.30%,10.92%,1.40%,9.30%,67.10%,16.10%,11.40%,78.65,78.97
"STK","Financial","Exchange Traded Fund",,,,,,,,,,,18.49,
"STKL","Consumer Goods","Processed & Packaged Goods",611.52,0.50,96.23%,-16.70%,9.57%,6.60%,1.40%,9.00%,-0.70%,-3.60%,6.98,7.09
"STKS","Services","Restaurants",63.70,0.94,766.67%,152.30%,1.20%,,20.90%,78.10%,-6.70%,-3.50%,2.55,5.00
"STL","Financial","Money Center Banks",2260.08,5.26,14.91%,13.80%,6.50%,25.30%,14.80%,,84.50%,27.80%,17.20,14.75
"STLD","Basic Materials","Steel & Iron",5964.45,0.82,3.96%,-23.20%,59.17%,3.80%,0.50%,13.50%,1.90%,0.20%,23.66,30.71
"STLY","Consumer Goods","Home Furnishings & Fixtures",27.36,0.53,107.70%,15.90%,2.00%,-16.00%,2.00%,22.40%,-1.60%,-2.90%,1.83,
"STM","Technology","Semiconductor - Broad Line",7269.09,1.08,109.85%,-33.70%,49.00%,-7.80%,2.10%,33.90%,1.60%,1.10%,7.67,7.33
"STML","Healthcare","Biotechnology",201.93,224.36,5.70%,-22.60%,,,-42.70%,,,,9.57,29.80
"STMP","Technology","Application Software",1556.51,5.42,-3.10%,-21.80%,17.50%,20.10%,-1.00%,81.70%,20.60%,12.10%,87.74,135.29
"STN","Services","Business Services",2698.06,1.35,27.40%,10.00%,12.00%,14.10%,10.50%,54.00%,6.60%,4.90%,22.97,26.30
"STNG","Services","Shipping",848.16,1.20,75.27%,51.70%,-9.25%,81.10%,8.90%,62.40%,35.10%,21.30%,4.68,6.79
"STO","Basic Materials","Major Integrated Oil & Gas",51200.93,1.08,204.76%,-16.40%,27.50%,-35.70%,-4.10%,54.00%,4.80%,-2.70%,15.08,18.02
"STON","Services","Personal Services",898.25,2.92,34.30%,-50.90%,13.00%,9.10%,-0.30%,76.90%,-0.60%,-8.80%,25.00,32.00
"STOR","Financial","REIT - Diversified",4571.66,14.54,24.74%,0.00%,5.87%,,3.90%,99.20%,55.80%,32.30%,28.58,32.79
"STOT","Financial","Exchange Traded Fund",,,,,,,,,,,50.46,
"STP","Financial","Exchange Traded Fund",,,,,,,,,,,,
"STPP","Financial","Exchange Traded Fund",,,,,,,,,,,31.33,
"STPZ","Financial","Exchange Traded Fund",,,,,,,,,,,52.36,
"STR","Utilities","Gas Utilities",4394.77,3.86,1.54%,1.80%,4.50%,0.20%,8.10%,83.90%,31.00%,17.20%,25.06,24.00
"STRA","Services","Education & Training Services",544.05,1.26,8.19%,-17.40%,5.70%,-7.40%,30.50%,45.70%,14.30%,8.50%,47.64,49.80
"STRL","Industrial Goods","Heavy Construction",184.84,0.29,418.18%,-24.00%,11.00%,6.30%,-12.60%,7.20%,-0.10%,-3.90%,7.17,7.00
"STRM","Technology","Healthcare Information Services",31.44,1.09,17.60%,0.60%,15.00%,10.00%,-22.30%,61.60%,-12.70%,,1.63,3.00
"STRP","Technology","Diversified Communication Services",328.59,68.46,,0.00%,,,-13.20%,54.90%,,,24.95,56.00
"STRS","Financial","Real Estate Development",202.52,2.57,,20.30%,,70.20%,5.10%,16.60%,27.80%,8.10%,25.22,
"STRT","Consumer Goods","Auto Parts",145.44,0.36,10.58%,9.00%,15.00%,9.00%,9.90%,16.10%,5.20%,2.30%,38.68,52.00
"STRZA","Services","Entertainment - Diversified",3040.69,1.82,16.36%,12.40%,3.40%,1.20%,23.80%,46.50%,22.60%,12.60%,30.98,33.01
"STS","Consumer Goods","Trucks & Other Vehicles",337.80,1.15,11.86%,26.90%,12.00%,4.70%,13.40%,22.00%,9.50%,6.30%,18.84,20.00
"STT","Financial","Asset Management",27776.45,11.27,9.79%,7.60%,8.72%,0.60%,4.80%,,82.20%,80.40%,70.37,68.94
"STU","Financial","Exchange Traded Fund",,,,,,,,,,,,
"STV","Technology","Application Software",72.13,1.39,,-46.60%,8.00%,-9.50%,-2.40%,70.60%,5.30%,4.50%,1.18,2.89
"STWD","Financial","REIT - Diversified",5521.52,7.13,6.26%,11.40%,5.78%,51.10%,1.90%,56.70%,24.40%,45.10%,22.49,23.72
"STX","Technology","Data Storage Devices",10950.67,0.98,7.31%,-5.60%,-10.20%,0.30%,7.30%,23.40%,4.00%,2.20%,37.00,32.74
"STXS","Healthcare","Medical Appliances & Equipment",12.79,0.37,,0.00%,,,,,,,0.59,
"STZ","Consumer Goods","Beverages - Wineries & Distillers",34023.14,5.01,12.89%,14.50%,17.47%,14.50%,9.00%,46.40%,27.80%,16.70%,166.47,179.56
"SU","Basic Materials","Independent Oil & Gas",44845.23,2.27,350.00%,-20.80%,14.69%,-1.80%,-0.20%,58.90%,-12.20%,-11.20%,26.20,32.09
"SUB","Financial","Exchange Traded Fund",,,,,,,,,,,106.05,
"SUI","Financial","REIT - Residential",5389.65,7.50,106.74%,80.20%,6.15%,20.50%,3.90%,59.50%,20.10%,16.40%,76.94,76.25
"SUM","Industrial Goods","General Building Materials",2786.12,1.80,34.00%,0.00%,11.00%,28.70%,4.20%,32.40%,8.30%,2.00%,18.29,25.75
"SUMR","Consumer Goods","Personal Products",43.29,0.22,43.79%,-26.00%,10.00%,1.10%,-7.50%,31.40%,-2.10%,-2.50%,2.17,2.50
"SUN","Basic Materials","Oil & Gas Refining & Marketing",3440.00,0.22,12.39%,29.16%,12.40%,44.50%,3.80%,11.60%,2.20%,0.80%,29.83,36.06
"SUNS","Financial","Asset Management",187.69,7.30,-0.71%,11.66%,5.00%,,0.30%,67.90%,27.60%,27.90%,16.18,16.50
"SUNW","Technology","Semiconductor - Specialized",57.35,0.65,358.33%,17.00%,,,8.70%,30.40%,5.10%,3.30%,2.65,5.50
"SUP","Consumer Goods","Auto Parts",772.26,1.04,7.86%,-14.10%,2.00%,0.20%,6.00%,13.50%,8.10%,5.50%,29.33,32.17
"SUPN","Healthcare","Drugs - Generic",1250.66,7.16,111.85%,16.60%,75.00%,323.50%,11.40%,94.40%,15.20%,14.90%,24.20,28.86
"SUPV","Financial","Foreign Regional Banks",692.18,1.48,57.30%,0.00%,21.00%,,56.70%,,45.70%,12.70%,14.64,16.00
"SVA","Healthcare","Biotechnology",333.20,6.41,,47.90%,12.00%,15.10%,0.80%,59.70%,-26.10%,-18.00%,5.81,6.00
"SVBI","Financial","Regional - Mid-Atlantic Banks",81.93,2.67,,51.40%,,-8.90%,20.20%,,72.00%,43.80%,6.56,
"SVT","Industrial Goods","Industrial Electrical Equipment",26.46,0.69,,15.00%,,3.00%,15.90%,27.20%,8.80%,6.40%,10.89,
"SVU","Services","Grocery Stores",1296.13,0.07,-0.61%,21.70%,-7.63%,0.20%,17.70%,14.70%,2.50%,0.90%,4.66,6.31
"SVVC","Financial","Asset Management",,,,0.00%,,,,,,,7.25,22.54
"SVXY","Financial","Exchange Traded Fund",,,,,,,,,,,63.47,
"SWC","Basic Materials","Industrial Metals & Minerals",1563.66,2.44,4800.00%,-17.00%,41.50%,5.50%,-1.00%,4.50%,-2.30%,-2.60%,12.29,17.04
"SWFT","Services","Trucking",2727.66,0.66,14.79%,28.20%,9.23%,7.60%,13.20%,54.50%,7.50%,4.40%,21.38,21.29
"SWH","Financial","Exchange Traded Fund",,,,,,,,,,,124.65,
"SWHC","Industrial Goods","Aerospace/Defense Products & Services",1555.05,1.99,-3.43%,67.60%,15.00%,16.10%,22.30%,41.20%,23.20%,14.30%,27.32,32.50
"SWIR","Technology","Communication Equipment",458.26,0.77,45.28%,40.50%,16.50%,11.20%,2.50%,32.40%,0.90%,0.70%,13.98,15.95
"SWK","Industrial Goods","Machine Tools & Accessories",18663.39,1.65,9.50%,42.60%,10.33%,8.30%,11.10%,36.80%,12.40%,8.50%,121.38,128.23
"SWKS","Technology","Semiconductor - Integrated Circuits",15450.98,4.63,10.88%,40.40%,16.98%,24.90%,25.30%,50.30%,33.70%,29.30%,77.21,83.17
"SWM","Consumer Goods","Paper & Paper Products",1220.37,1.48,6.93%,8.40%,10.00%,1.00%,7.80%,30.10%,15.20%,11.40%,38.28,40.50
"SWN","Basic Materials","Independent Oil & Gas",7287.81,2.87,1618.18%,-55.50%,65.23%,3.70%,-64.60%,68.30%,,,14.08,14.48
"SWX","Utilities","Gas Utilities",3413.10,1.38,8.59%,5.20%,4.00%,6.10%,6.50%,80.30%,12.00%,5.90%,68.55,73.50
"SWZ","Financial","Closed-End Fund - Foreign",,,,0.00%,,,,,,,10.54,
"SXC","Basic Materials","Nonmetallic Mineral Mining",463.07,0.36,266.67%,-16.80%,8.00%,0.50%,6.90%,22.50%,7.10%,-1.00%,6.84,8.25
"SXCP","Basic Materials","Nonmetallic Mineral Mining",698.15,0.87,-13.39%,4.67%,15.20%,18.40%,8.70%,30.40%,19.00%,11.30%,14.76,14.50
"SXE","Utilities","Gas Utilities",113.54,0.19,16.50%,12.50%,7.00%,7.00%,-0.80%,29.40%,-0.10%,-8.30%,1.65,2.63
"SXI","Industrial Goods","Industrial Equipment & Components",1142.45,1.52,14.34%,6.50%,8.90%,5.30%,11.70%,33.60%,9.40%,6.90%,87.21,108.00
"SXL","Basic Materials","Oil & Gas Pipelines",8692.95,0.99,19.22%,-23.20%,60.95%,6.00%,4.10%,15.50%,6.60%,0.90%,27.63,33.81
"SXLP","Financial","Exchange Traded Fund",,,,,,,,,,,,
"SXT","Basic Materials","Specialty Chemicals",3419.71,2.47,10.62%,1.40%,8.90%,0.70%,8.40%,33.60%,12.00%,7.60%,75.01,79.50
"SYBT","Financial","Regional - Southeast Banks",729.74,7.51,3.34%,8.30%,10.00%,1.60%,24.70%,,93.00%,40.00%,32.02,28.67
"SYE","Financial","Exchange Traded Fund",,,,,,,,,,,59.89,
"SYF","Financial","Credit Services",22901.07,1.64,13.24%,11.60%,6.10%,8.60%,21.20%,,66.60%,15.70%,27.05,35.14
"SYG","Financial","Exchange Traded Fund",,,,,,,,,,,61.36,
"SYK","Healthcare","Medical Appliances & Equipment",44146.96,4.22,11.13%,3.50%,10.20%,6.30%,12.50%,66.70%,19.50%,15.30%,113.50,126.60
"SYKE","Technology","Information Technology Services",1251.90,0.93,11.45%,23.30%,10.00%,2.80%,9.60%,35.40%,6.50%,4.70%,28.12,33.67
"SYLD","Financial","Exchange Traded Fund",,,,,,,,,,,29.38,
"SYMC","Technology","Security Software & Services",15597.22,5.23,53.43%,-29.30%,10.10%,-10.30%,-12.90%,82.90%,,,24.87,23.98
"SYMX","Basic Materials","Specialty Chemicals",117.01,11.59,,-2.10%,,10.80%,-57.70%,-14.50%,,,1.18,2.70
"SYN","Healthcare","Biotechnology",160.89,,-41.00%,-59.00%,,,,,,,1.68,7.44
"SYNA","Technology","Application Software",2168.10,1.30,6.66%,1.10%,13.33%,22.70%,7.70%,34.90%,4.50%,4.30%,59.40,63.59
"SYNC","Technology","Internet Information Providers",85.71,0.72,18.20%,2.60%,25.00%,10.70%,-5.80%,54.80%,-4.10%,-4.70%,2.79,4.50
"SYNL","Basic Materials","Steel & Iron",74.73,0.52,,-30.90%,12.40%,3.00%,-9.20%,11.50%,-14.00%,-14.30%,8.73,11.00
"SYNT","Technology","Information Technology Services",3678.90,3.70,5.49%,17.10%,10.67%,12.70%,16.20%,39.70%,30.50%,26.50%,42.57,46.25
"SYPR","Consumer Goods","Auto Parts",21.76,0.18,40.80%,-21.50%,8.00%,-11.40%,-75.90%,4.20%,-17.00%,-13.60%,1.02,5.00
"SYRG","Basic Materials","Oil & Gas Equipment & Services",1307.49,12.01,337.50%,-20.70%,0.00%,27.80%,-22.10%,71.10%,,,6.23,8.84
